,road1,road2,road5,road6,road7,road8,road9,road10,road11,road12,road13,road14,road15,road16,road17,road18,road19,road20,road21,road22,road23,road24,road25,road26,road27,road28,road29,road30,road31,road32,road34,road35,road36,road37,road38,road39,road40,road41,road42,road43,road44,road45,road47,road48,road49,road50,road51,road52,road53,road54,road55,road56,road57,road58,road59,road60,road62,road63,road64,road65,road66,road67,road68,road69,road70,road71,road72,road73,road74,road75,road76,road77,road78,road79,road81,road82,road83,road84,road85,road86,road87,road88,road89,road90,road91,road92,road93,road94,road95,road96,road98,road99,road100,road101,road102,road104,road105,road106,road107,road108,road109,road110,road111,road113,road114,road115,road116,road117,road118,road119,road120,road121,road122,road123,road125,road126,road127,road128,road129,road132
road89,0.014075104,0.101065206,0.060630283,0.07261729,0.065522008,0.021448773,0.028814528,0.063106137,0.117609678,0.025992714,0.020828411,0.314545915,0.338534017,0.016093063,0.024634635,0.110858071,0.054489151,0.180242922,0.028616026,0.034445731,0.032147851,0.001181619,0.11645648,0.612831986,0.035556484,0.040315981,0.241875658,0.054173228,0.058252816,0.306608815,0.038891363,0.016657947,0.009423705,0.028177058,0.257537809,0.131306858,0.032652583,0.06568985,0.250911696,0.018599904,0.232593157,0.174800446,0.083379858,0.036054396,0.125678401,0.047663026,0.082985644,0.081944044,0.027895501,0.180254356,0.07623098,0.07169158,0.057662253,0.091816468,0.109261286,0.024587533,0.147078094,0.021504853,0.182300106,0.181877789,0.140260231,0.313356906,0.054209916,0.140546638,0.028408384,0.01394901,0.322304498,0.077775151,0.070617827,0.015833025,0.067030888,0.109246247,0.253441614,0.041820713,0.068768361,0.04835268,0.049504403,0.015920861,0.01940678,0.028094529,0.071260961,0.030741336,1,0.19207212,0.006539363,0.072307499,0.040095618,0.041915127,0.016945368,0.037123501,0.024841606,0.050616725,0.022494555,0.009608433,0.329103466,0.016924614,0.051162856,0.146610731,0.045167471,0.199113234,0.164606075,0.044110354,0.123239041,0.56509659,0.119895825,0.075964187,0.013222049,0.091615611,0.001180504,0.048110833,0.0312045,0.124253859,0.015929027,0.024660342,0.080093177,0.288367895,0.061511842,0.126069857,0.050875554,0.050199915
road90,0.021969499,0.024402789,0.039636457,0.050057102,0.039608571,0.013829842,0.014419876,0.034144758,0.061912762,0.009036018,0.025119268,0.087861266,0.109325806,0.00175501,0.027052452,0.053965269,0.036918574,0.113231203,0.035962592,0.037604037,0.01525075,-0.00403718,0.158091221,0.13971309,0.033534574,0.030967907,0.354655211,0.056708749,0.043621259,0.087684611,0.035109515,0.022670059,-0.008216245,0.04294828,0.110437216,0.044893024,0.022571818,0.03459499,0.100759799,0.007335179,0.117055263,0.046291729,0.022405843,0.029142493,0.052160202,0.040382786,0.037921146,0.055845656,0.02440769,0.084823451,0.045930833,0.04152238,0.043118337,0.059943541,0.053500663,0.015903576,0.056487203,0.037344239,0.09764363,0.065390482,0.036061232,0.109957202,0.058283325,0.075499101,0.026430744,0.006933015,0.100837486,0.048482698,0.068932594,0.013201036,0.032566817,0.064769407,0.080771884,0.046792229,0.061009046,0.041633956,0.035081684,0.027561512,0.021430349,-0.001664129,0.032715468,0.005677407,0.19207212,1,0.009155884,0.041699087,0.019253089,-0.001685493,0.011863378,0.025072856,0.017136718,0.052639349,0.014308587,0.026264138,0.111877751,0.030894198,0.043432665,0.061657095,0.036058319,0.066227236,0.103158644,0.041556126,0.044169568,0.280264487,0.037586943,0.048283819,0.028378713,0.06436956,0.004632054,0.03490548,0.01168842,0.056068287,0.021011484,-0.000899265,0.05898045,0.097173211,0.014561197,0.078817487,0.03957792,0.053538732
road91,0.022986021,0.017407901,0.028427217,0.029387184,0.031610492,0.005695478,0.004969349,0.017486052,0.021399053,-0.014260436,0.015375307,0.019455294,0.018284649,0.482894624,0.023825691,0.031224436,0.02334642,0.045823076,0.065648292,0.011314731,0.007444373,0.000126664,0.000462418,-0.002321846,0.023527428,0.041555884,0.003402616,0.070640397,0.011788436,0.001147624,0.034492464,0.006906863,0.038816375,0.05588145,0.004986205,0.004542669,0.084330403,0.054913514,0.039138102,0.00866736,0.008846455,0.040841789,0.026515157,0.010182851,0.034829029,0.10387582,0.028507224,0.043937258,0.009893637,0.010517735,0.02356278,0.044093582,0.022093264,0.017800505,-0.003820556,0.011528993,0.050739023,0.014580931,0.050397427,0.033857324,0.035343802,0.022610844,0.026656965,0.049086966,0.02495488,0.00593839,0.000470523,0.024535476,0.032205292,-0.00239981,0.021774528,0.017430125,0.011885727,0.00726353,0.023387678,0.006506382,0.028608827,0.009191319,0.003235124,0.3790298,0.042726112,0.013603439,0.006539363,0.009155884,1,0.012785597,0.033828483,0.008140169,0.126012151,0.019215677,0.019965446,0.004963669,0.012906528,0.028708921,0.020068391,0.03156189,0.017764134,0.027355338,0.034047808,-0.001442746,0.037877001,0.017705492,0.077735958,0.006995656,0.033189086,0.005356232,0.022865111,0.022592957,0.004470242,0.021961081,0.010758585,0.005580206,0.017709799,-0.005546441,0.029070726,0.024112725,0.020452002,0.014061427,0.026444939,0.000370294
road92,0.027676291,0.046389496,0.033570724,0.015588011,0.019902929,0.000873521,0.029922113,0.025421921,0.057554025,0.012633709,0.027947567,0.106097769,0.1093374,0.002469655,0.016996768,0.047760913,0.026791015,0.079591755,0.024901674,0.048727916,0.017200526,-0.000384306,0.039735537,0.060095048,0.014080873,0.019026686,0.068619925,0.034542179,0.027143637,0.07224748,0.038626425,0.014084304,-0.016289069,0.025418151,0.078517028,0.073004822,0.012551973,0.036343362,0.096976733,0.004731155,0.05624957,0.055279569,0.015035993,0.010827466,0.032487601,0.021941394,0.027234852,0.034809646,0.028590882,0.038630428,0.027114703,0.03058788,0.031290119,0.04652962,0.045123203,0.010443954,0.04250787,0.012595078,0.07645443,0.066718926,0.041472852,0.083582246,0.038054713,0.047947502,0.017530498,0.003552208,0.075410569,0.035850573,0.036056204,0.01763831,0.036949341,0.028657018,0.07564172,0.059344669,0.033729644,0.024214133,0.026012034,0.009213785,0.021937014,0.000551558,0.036023803,0.006519808,0.072307499,0.041699087,0.012785597,1,0.022439433,0.012555805,0.004619942,0.011510855,0.008791211,0.026627635,0.004833752,0.01745009,0.130489082,0.023637653,0.029128416,0.058453229,0.04016099,0.049156266,0.004817856,0.026546279,0.041082216,0.065435974,0.039946342,0.025972751,0.014323292,0.024552478,0.005653459,0.015044631,0.008103946,0.02930283,0.006957884,-0.001529425,0.036149714,0.075721654,0.005637823,0.065834692,0.029990685,0.03991477
road93,0.019733948,0.041490573,0.047325834,0.043440816,0.038748999,0.027069449,0.035159398,0.024376442,0.043080382,0.004418466,0.003077776,0.047410397,0.045016943,0.031104181,0.0280342,0.066310613,0.029191089,0.078651629,0.003539809,0.012117087,0.038499057,0.006056682,0.026857046,0.051428786,0.160488875,0.044873165,0.041983464,0.03530656,0.041044463,0.060743521,0.045491814,0.013294464,-0.004073774,0.028204731,0.03870537,0.019926321,0.028050314,0.054739023,0.070304517,-0.004255807,0.036673663,0.03989799,0.075762167,0.337408975,0.051584508,0.04216652,0.072659051,0.046619977,0.038102886,0.035180315,0.059808524,0.034222917,0.031839682,0.02668321,0.044379179,0.037201099,0.081308378,0.049402938,0.079951765,0.056191894,0.030399878,0.065350346,0.040999115,0.067653801,0.015578675,0.030703937,0.057621697,0.022183544,0.044666848,0.022181902,0.043555904,0.050185893,0.045149878,0.017651069,0.046995165,0.035121797,0.016677355,0.027477954,0.021036799,0.027592935,0.075475575,0.043525356,0.040095618,0.019253089,0.033828483,0.022439433,1,0.020992059,0.010874808,0.052497981,0.045981092,0.035401268,0.034294219,0.017545028,0.053819389,0.06894011,0.057071411,0.051820952,0.041681651,0.034506197,0.072840734,0.024566103,0.058553286,0.02576585,0.060041903,0.03235007,0.017560435,0.045494449,0.001966186,0.042832958,0.048734741,0.027625795,0.045948718,0.010409654,0.050636093,0.07308834,0.051512771,0.052381953,0.03484589,0.022201966
road94,0.001028964,0.05651248,0.043262806,0.01899323,0.039943354,-0.000961018,0.012422324,0.052063074,0.003431439,0.017551086,0.071166509,0.062458948,0.06319834,0.028863026,0.00206863,0.083154051,0.027336938,0.080014644,0.021182834,0.010515685,0.047385713,0.005057633,0.006041636,0.083936671,0.010192948,0.024174489,0.014691658,0.015313977,0.033036505,0.08842939,0.014738632,-0.003143592,0.00931092,0.019754466,0.065087065,0.027461147,0.02957461,0.055742234,0.099741387,0.01583185,0.066257057,0.259866104,0.032260089,-0.000204461,0.073842159,0.038631015,0.03276932,0.047900585,0.033800692,0.059392622,0.031041148,0.053697017,0.038680008,0.008692351,0.013373554,0.021798979,0.078514834,0.005503838,0.141581707,0.223809428,0.283210506,0.080660728,0.022168049,0.073048238,0.043301287,0.004749309,0.074194652,0.039332442,0.026056107,0.007256125,0.04795062,0.046460429,0.080730676,0.007810986,0.033711655,0.031704613,0.027225453,-0.001122766,0.009158173,0.024130204,0.035935137,0.024805,0.041915127,-0.001685493,0.008140169,0.012555805,0.020992059,1,0.024537581,0.026128075,0.037892817,0.013595156,0.025782484,-0.00682825,0.06183026,-0.008202187,0.031045769,0.162518209,0.030295516,0.050144447,0.054011863,0.020874491,0.08991269,0.015123826,0.068117016,0.031200699,0.002696683,0.040625414,0.006649797,0.028268247,0.04127288,0.033582099,0.014446573,0.007789898,0.025520604,0.110618672,0.017454174,0.053946288,0.043289091,-0.000719406
road95,0.012140356,0.017644548,-0.001389931,0.024335401,0.001226618,-0.003000524,0.00093787,0.003333405,0.018005922,-0.006999834,0.021817161,0.010925746,0.012190685,0.154321562,0.021695168,0.034161785,0.002359514,0.012446916,0.024492444,0.014978115,0.010575053,-0.001096058,-0.002171527,0.02720834,0.000924332,0.014981484,0.006033886,0.02063033,0.01950949,0.010639411,0.005767449,-0.002641332,0.128875751,0.028943056,0.026693464,-0.002297937,0.044810194,0.031866147,0.027609253,-0.011449992,0.036731043,0.06803308,0.001475346,-0.006118048,0.024192625,0.082451011,-0.010256087,0.018388615,0.008033292,0.025157147,0.007273743,0.005560995,0.01641878,0.01162288,-0.000211098,0.002864932,0.030334331,-0.004100453,0.049908783,0.053479293,0.067697793,0.020956474,0.013129998,0.019768937,0.018006664,-0.001820691,0.012050907,0.013330528,0.002855295,-0.013120665,0.005623121,0.018800336,0.024414065,-2.29397E-05,0.007066697,0.007408927,0.01483383,-0.001398906,0.007125149,0.193587045,0.019334507,0.008800353,0.016945368,0.011863378,0.126012151,0.004619942,0.010874808,0.024537581,1,0.009712268,0.03092531,-0.00240662,0.010032163,0.012774734,0.011656016,0.006838068,0.004233495,0.043608225,0.004190868,0.005157791,0.019538233,0.011453641,0.05302084,0.01369534,0.021093082,0.014423593,0.01844457,0.025593885,0.002503582,0.004068879,0.009404323,0.008109599,0.026723569,-0.003960155,0.01241204,0.022060795,0.006306041,0.014378978,0.023092504,0.011129119
road96,0.023754223,0.052698975,0.062085193,0.071255084,0.055212543,0.012359453,0.032534928,0.053192978,0.042727102,-0.007088633,-0.002448142,0.055186488,0.058905131,0.022747111,0.024364787,0.121681016,0.037465546,0.110053109,0.012295992,0.004502941,0.052451392,0.037708928,0.029622094,0.038728423,0.043023383,0.10384098,0.035299353,0.035608364,0.047220138,0.049997663,0.024589725,0.028523125,-0.010092862,0.035669444,0.059449867,0.013370141,0.033374248,0.156990266,0.112757333,0.018167299,0.036999688,0.080946556,0.114131208,0.036279102,0.099002429,0.050524978,0.100395903,0.073409234,0.169757831,0.037163048,0.070678554,0.050186112,0.050372959,0.039267573,0.044431372,0.547270841,0.101992258,0.021558664,0.13434258,0.099051989,0.086290309,0.108100656,0.050185161,0.111211407,0.035403693,0.048438272,0.041874337,0.045382827,0.046200168,0.017123519,0.058099807,0.105405582,0.082083674,0.018023328,0.060456031,0.039308535,0.033195052,0.027299106,0.026267475,0.004766471,0.509761329,0.75481683,0.037123501,0.025072856,0.019215677,0.011510855,0.052497981,0.026128075,0.009712268,1,0.558770944,0.027397841,0.645091299,0.047103719,0.066690579,0.059993397,0.045586851,0.096715713,0.056026291,0.04221683,0.088184587,0.040189599,0.089387925,0.016451776,0.064596666,0.092685575,0.050771441,0.101577324,0.006448201,0.041826363,0.358330638,0.03573055,0.032058704,0.003123499,0.099743164,0.079003154,0.069183315,0.057734962,0.050712012,0.038555842
road98,0.017667663,0.037426736,0.041230563,0.051126761,0.037793829,-0.015272644,0.015011994,0.046710814,0.025752175,-0.003870217,-0.003145879,0.040020683,0.046484073,0.024635238,0.020802202,0.109800037,0.031353553,0.091549967,0.009544819,0.00116473,0.050693761,0.02159192,0.018579637,0.039335579,0.034357205,0.061883031,0.024759855,0.025142938,0.041489729,0.046303575,0.025776898,0.017284159,-0.004966446,0.042511368,0.042840283,0.010688305,0.027826035,0.099641907,0.084965174,0.003357006,0.03654872,0.086851588,0.068585608,0.033906222,0.086012343,0.043152965,0.063047477,0.052151528,0.246230274,0.036778573,0.041161731,0.043164808,0.040173498,0.036957318,0.020912649,0.547533777,0.065210053,0.018858195,0.108361099,0.09609791,0.082174274,0.078208672,0.036902932,0.092976318,0.031227187,0.053869212,0.036415242,0.034262586,0.02611522,0.012962724,0.054650604,0.083949853,0.065160433,0.011585538,0.053522954,0.032925253,0.037743992,0.020767907,0.01859613,0.009343813,0.297652667,0.459217162,0.024841606,0.017136718,0.019965446,0.008791211,0.045981092,0.037892817,0.03092531,0.558770944,1,0.018664725,0.702513446,0.023203113,0.054525544,0.046462455,0.02368705,0.095161985,0.044850175,0.032492646,0.062609706,0.027313825,0.070260353,0.020074929,0.04190267,0.075640741,0.020896532,0.08167123,0.002759901,0.034466914,0.552492227,0.036939988,0.028233488,0.002262345,0.088352168,0.075794977,0.033077898,0.037270208,0.037295921,0.024159667
road99,0.027487215,0.012703552,0.048314456,0.02563535,0.047373283,0.022167874,-9.36411E-05,0.027721274,0.057675321,0.019195797,0.012294708,0.046968823,0.043343691,0.004908844,0.024173337,0.068465809,0.036606355,0.10378807,0.032590252,0.020599453,0.018383329,0.017610326,0.052214791,0.060488598,0.031389118,0.036369653,0.065319549,0.042153949,0.043790453,0.049818285,0.044662532,0.046007288,-0.016879228,0.026443756,0.038031136,0.032783835,0.001925753,0.043767277,0.070817238,0.017695493,0.027254302,0.03332828,0.041935737,0.044160464,0.053996631,0.023178429,0.042196662,0.047811881,0.027786651,0.031663514,0.065304726,0.054196553,0.031197554,0.035440793,0.060055469,0.028792811,0.064817356,0.038543839,0.093509528,0.050987086,0.026718416,0.067061196,0.062836648,0.083630772,0.018929113,0.015878139,0.053197233,0.028553793,0.060694559,0.02177591,0.025404692,0.096326707,0.042449261,0.047884235,0.054147564,0.038842154,0.034327244,0.031481367,0.024666253,-0.000840254,0.062356329,0.014320359,0.050616725,0.052639349,0.004963669,0.026627635,0.035401268,0.013595156,-0.00240662,0.027397841,0.018664725,1,0.013153964,0.013368692,0.050159666,0.027596706,0.057055426,0.04793214,0.050058257,0.045508517,0.101973478,0.053851841,0.051357201,0.0489914,0.023175551,0.138205118,0.022774737,0.044019389,0.00916529,0.032380453,0.02914542,0.040285576,-0.02160925,0.011633275,-0.008851542,0.072379479,0.026527634,0.042746869,0.033395375,0.036040084
road100,0.014873494,0.038860585,0.045246893,0.045735873,0.027149681,-0.003074673,0.020635088,0.049111859,0.023440737,-0.00533335,-0.003131732,0.03575183,0.040111537,0.019996166,0.018227441,0.100080431,0.030170163,0.07863112,0.009055198,0.001702486,0.044291228,0.031048092,0.018122688,0.042158011,0.026028557,0.061721153,0.021464526,0.027790857,0.027482608,0.033239205,0.028686556,0.013149263,-0.00575265,0.027872866,0.041001278,0.007208312,0.023141383,0.102014771,0.075785037,0.015450595,0.032153399,0.08886557,0.060484955,0.022674547,0.074873719,0.042106674,0.055217051,0.052128623,0.190821049,0.029125932,0.040489353,0.031901255,0.024490425,0.031141452,0.028084227,0.618245241,0.070365458,0.014509273,0.099502362,0.094434211,0.080587916,0.067936307,0.030887109,0.083994184,0.030642326,0.045942511,0.024433244,0.031589095,0.025697522,0.006383491,0.042530617,0.087816655,0.059122875,0.012134095,0.054542403,0.025390115,0.02114716,0.019746926,0.010897477,0.010964858,0.339450951,0.520757272,0.022494555,0.014308587,0.012906528,0.004833752,0.034294219,0.025782484,0.010032163,0.645091299,0.702513446,0.013153964,1,0.027013462,0.046052949,0.042285739,0.025389991,0.090524701,0.043355253,0.028243577,0.052941575,0.0299782,0.071829086,0.01783864,0.044227338,0.079947055,0.028996445,0.077570484,0.004647374,0.029919429,0.436078125,0.02580054,0.022476786,0.003774937,0.083644384,0.059881616,0.034561822,0.036915357,0.03022453,0.019344779
road101,0.139715216,0.022667604,0.043690282,0.027955306,0.044325222,0.007726933,0.022491575,0.026965306,0.038792529,0.029315277,0.004246759,0.020867545,0.020643057,0.040285606,0.174133281,0.042749757,0.03903308,0.074220965,0.041597747,0.019170014,0.004953182,0.00390387,0.030492787,0.016068383,0.026854834,0.053009663,0.051879208,0.071388298,0.037831969,0.013920125,0.016006817,0.029248659,-0.001624957,0.179277501,0.014627118,0.03420062,0.037469805,0.045079626,0.057797593,-0.005736302,0.010795619,0.030963085,0.035219174,0.021879526,0.052937545,0.057042749,0.036594226,0.042408589,0.019722737,0.020111437,0.043923849,0.031483527,0.044961592,0.049728372,0.072554682,0.018118056,0.04650862,0.032005371,0.073869871,0.039746372,0.024274311,0.041205686,0.043177522,0.069154713,0.201074861,0.000587538,0.013784551,0.033522394,0.044490782,0.016713789,0.05312788,0.036553924,0.019797213,0.02497071,0.03984105,0.041104553,0.019619532,0.012636369,0.01314288,0.0283791,0.07839593,0.035862787,0.009608433,0.026264138,0.028708921,0.01745009,0.017545028,-0.00682825,0.012774734,0.047103719,0.023203113,0.013368692,0.027013462,1,0.023681203,0.026864075,0.032802344,0.034463328,0.067598917,0.016429851,0.074901005,0.041600025,0.042201588,0.015010694,0.026073409,0.037498976,0.35478779,0.027270641,0.102640619,0.019114411,0.021786549,0.019303862,0.030509532,0.013767385,0.062460145,0.032563287,0.026356081,0.045353755,0.050672218,0.026872908
road102,0.035599828,0.168322976,0.06549091,0.149389793,0.101330414,0.013394908,0.05620905,0.085092922,0.176687972,0.020324123,0.001280492,0.621191572,0.748484336,0.023329722,0.024929548,0.153424341,0.057458362,0.221083855,0.041553148,0.040533547,0.059641134,0.008358486,0.085143447,0.300863513,0.060178103,0.112392819,0.159457091,0.059912537,0.065229136,0.329802448,0.034047873,0.011967242,0.009950992,0.046107908,0.446361654,0.269110184,0.031770355,0.122696928,0.366693744,0.005231845,0.415115,0.197012976,0.107556925,0.069786409,0.159490924,0.053617587,0.091288466,0.112515296,0.056141392,0.28549867,0.088869584,0.106673803,0.09527341,0.223411302,0.196077946,0.051891732,0.188644916,0.034425408,0.2616891,0.232153613,0.181067259,0.532593299,0.052448567,0.161112434,0.052803467,0.008212348,0.396548329,0.111470271,0.06625311,0.023998238,0.163738952,0.161419934,0.371255896,0.034266199,0.077591909,0.062428141,0.044881696,0.031034609,0.025693076,0.008561448,0.116670257,0.071798247,0.329103466,0.111877751,0.020068391,0.130489082,0.053819389,0.06183026,0.011656016,0.066690579,0.054525544,0.050159666,0.046052949,0.023681203,1,0.018735606,0.085311777,0.180836485,0.069580934,0.260575654,0.246404243,0.04194509,0.163805639,0.274381467,0.178339032,0.096876279,0.009726369,0.177352863,0.003458055,0.048886364,0.074013298,0.190074135,0.037659229,0.004469305,0.095816764,0.303317365,0.067657936,0.178161931,0.067678845,0.06650182
road104,0.017681349,0.013259776,0.040891114,0.065188508,0.030295887,0.024692114,0.037721763,0.022449633,0.03584933,0.008000708,0.01814862,0.011117714,0.006202088,0.025215214,0.043099339,0.135876064,0.017705049,0.062440187,0.031496454,0.008773466,0.032553365,0.003586694,0.043381321,0.006029783,0.205413892,0.106830681,0.051648647,0.071181682,0.042233751,0.005202497,0.391465141,0.012830177,-0.006476882,0.047125433,0.008517179,0.012045785,0.015546382,0.091819232,0.033793595,-0.025136493,0.008993247,0.040588197,0.039799111,0.091870609,0.007975463,0.053236382,0.076693128,0.024208236,0.038956611,0.019919537,0.052386016,0.023656786,0.016717666,0.03734167,0.04347891,0.05533113,0.032967543,0.077741653,0.078564172,0.052838199,0.017044295,0.025708405,0.038611011,0.036270339,0.024012751,0.006555885,0.008949176,0.039569412,0.035888784,0.018245299,0.025633087,0.063962861,0.012274403,0.018274581,0.034893618,0.030331622,0.048745194,0.032024124,0.018204021,0.015216888,0.033646678,0.018620567,0.016924614,0.030894198,0.03156189,0.023637653,0.06894011,-0.008202187,0.006838068,0.059993397,0.046462455,0.027596706,0.042285739,0.026864075,0.018735606,1,0.069794413,0.108349001,0.037649829,0.018169888,0.062810747,0.027515438,0.036091318,0.026499585,0.012958795,0.037990883,0.043069136,0.076282515,0.007839325,0.018680984,0.055557977,0.019353612,0.069551747,0.00016144,0.057964507,0.014930946,0.016053364,0.035250172,0.02278413,0.016836883
road105,0.034730935,0.162501227,0.064633716,0.057083384,0.064347745,0.044533838,0.19442364,0.072125232,0.081280535,0.010220225,-0.001516918,0.072626716,0.072392908,0.01236682,0.036602627,0.155905744,0.048642472,0.160863522,0.041991359,0.021617536,0.091517532,0.032125775,0.044455881,0.087142144,0.13314881,0.060915639,0.078269382,0.064178834,0.074088328,0.111124654,0.082599942,0.04524228,-0.004975994,0.043250427,0.11193017,0.040715814,0.033569015,0.078831985,0.16047906,0.023893579,0.085419248,0.076604809,0.070194451,0.078952852,0.092946224,0.048684695,0.065611116,0.072283314,0.026506329,0.061412679,0.092841539,0.068338055,0.063504276,0.044430159,0.059114869,0.030938868,0.150023428,0.479149512,0.17273715,0.109422702,0.056201388,0.11782743,0.069158874,0.13467761,0.029992699,0.011911035,0.08977375,0.057832983,0.08039729,0.016491127,0.065905098,0.086298926,0.126971414,0.049319576,0.080259169,0.043795075,0.038775938,0.041297105,0.02364176,0.002672816,0.099872894,0.041250154,0.051162856,0.043432665,0.017764134,0.029128416,0.057071411,0.031045769,0.004233495,0.045586851,0.02368705,0.057055426,0.025389991,0.032802344,0.085311777,0.069794413,1,0.107427359,0.081600409,0.066189001,0.141340179,0.042438873,0.086424113,0.037124059,0.112733261,0.082671487,0.046736536,0.078151236,0.007030388,0.043076437,0.029270028,0.053921597,0.21001908,0.014504124,0.120343839,0.141845679,0.045284493,0.105688951,0.073728593,0.053034278
road106,0.02786139,0.144639659,0.081623159,0.125384917,0.085661264,0.00886681,0.051084696,0.090304841,0.077659022,0.008688418,0.055233298,0.181969961,0.180674413,0.042796828,0.017699267,0.283598375,0.071587889,0.25320561,0.109048804,0.080072928,0.085092308,0.004318772,0.067702655,0.248794809,0.063620113,0.148973392,0.10025486,0.084424112,0.069154078,0.27594303,0.158140189,0.03234249,0.012166681,0.054738192,0.199013857,0.053717621,0.039755776,0.172199574,0.349871956,0.009152883,0.160763905,0.483721785,0.079349495,0.060013572,0.204589838,0.084027294,0.059913267,0.128456361,0.098960381,0.132315818,0.090023671,0.117149396,0.085383753,0.069469043,0.086952652,0.073862581,0.234918043,0.054384439,0.592329192,0.651838047,0.38401831,0.223556048,0.080086356,0.241589688,0.057234648,-0.007281086,0.239206246,0.116717799,0.088622001,0.021201821,0.101667201,0.17910167,0.262649909,0.049346717,0.114569648,0.052991571,0.069134647,0.024398039,0.017225031,0.035366335,0.129993415,0.07873787,0.146610731,0.061657095,0.027355338,0.058453229,0.051820952,0.162518209,0.043608225,0.096715713,0.095161985,0.04793214,0.090524701,0.034463328,0.180836485,0.108349001,0.107427359,1,0.080840244,0.161661099,0.229843441,0.053068056,0.216742429,0.091784423,0.196136744,0.136163127,0.02775609,0.189701457,0.018115536,0.072259296,0.074329933,0.105952781,0.081576089,0.013597178,0.144880616,0.322611654,0.046559998,0.190091972,0.091023717,0.042936931
road107,0.054940863,0.031242954,0.090706537,0.053304957,0.278133283,0.021493585,0.023588977,0.108841155,0.072119826,0.00882991,0.005435012,0.063806173,0.05817266,0.025829982,0.044946705,0.086997252,0.059612029,0.14943825,0.039723041,0.018091807,0.045765767,0.010684836,0.046851361,0.077008014,0.0475127,0.069344418,0.061162426,0.06354315,0.069140058,0.076688162,0.040363319,0.061562008,-0.014724562,0.059063054,0.038660757,0.036947618,0.032561965,0.10306445,0.119125384,0.020732953,0.031645249,0.050217183,0.081226239,0.037532366,0.109313084,0.052519261,0.088248013,0.081132927,0.051235364,0.033457361,0.086618798,0.117603605,0.160273362,0.046303427,0.063651489,0.034678092,0.09716853,0.049930288,0.140150065,0.078724349,0.046616035,0.097056024,0.069259097,0.145960708,0.063621524,0.008679613,0.067825898,0.05513738,0.090839323,0.018245937,0.070485845,0.071362039,0.06303478,0.04619345,0.092787213,0.044824623,0.044552322,0.036252619,0.026793255,0.003925501,0.106591005,0.050120017,0.045167471,0.036058319,0.034047808,0.04016099,0.041681651,0.030295516,0.004190868,0.056026291,0.044850175,0.050058257,0.043355253,0.067598917,0.069580934,0.037649829,0.081600409,0.080840244,1,0.060218756,0.132072571,0.046283165,0.084126591,0.035405133,0.055985727,0.071147489,0.040042449,0.066031164,0.009821566,0.049484547,0.056480284,0.035496633,0.031042141,0.003652566,0.095767261,0.111983991,0.058320715,0.0728351,0.052972824,0.056395527
road108,0.020564733,0.099597705,0.069479676,0.083547562,0.077904946,0.011934771,0.032270193,0.062332873,0.138967234,-0.001629957,0.013426065,0.265910155,0.257515127,0.009698043,0.008606483,0.135984781,0.050730406,0.242284042,0.031763299,0.038731024,0.04786047,-0.00626482,0.06807249,0.27847043,0.044327453,0.054416995,0.101782644,0.044012067,0.064911307,0.424503136,0.031104222,0.028483664,0.009141899,0.03058286,0.212074424,0.086136015,0.02637336,0.082370065,0.240666419,0.014831522,0.170174133,0.170095888,0.06233986,0.051254499,0.162376141,0.048712028,0.061308577,0.09029055,0.051368797,0.131313128,0.048529794,0.077679091,0.074051979,0.086086606,0.074901923,0.030132604,0.160418475,0.029938605,0.201477186,0.190702645,0.125604002,0.322367307,0.057052505,0.173993546,0.038466149,-0.000680359,0.541741655,0.093714751,0.063249904,0.020713753,0.109766477,0.13793719,0.226296546,0.039910863,0.06873659,0.047946975,0.033971118,0.022528079,0.016201135,0.002127584,0.077240623,0.037333534,0.199113234,0.066227236,-0.001442746,0.049156266,0.034506197,0.050144447,0.005157791,0.04221683,0.032492646,0.045508517,0.028243577,0.016429851,0.260575654,0.018169888,0.066189001,0.161661099,0.060218756,1,0.166621907,0.050131212,0.111268468,0.132784591,0.134245795,0.09528126,0.01351559,0.115486317,0.009023353,0.036538738,0.055361575,0.097368314,0.033427501,0.002529731,0.088020615,0.370338728,0.040357253,0.124826872,0.059720108,0.061448937
